49.32,275.34,6574.44,16.30,47010.30
49.44,276.14,6607.54,16.29,46971.29
49.54,276.82,6635.19,16.29,46938.79
49.66,277.63,6668.47,16.29,46899.78
49.76,278.30,6696.27,16.28,46867.28
49.88,279.10,6729.72,16.27,46828.28
50.00,279.91,6763.27,16.26,46789.27
50.12,280.71,6796.92,16.24,46750.27
50.26,281.64,6836.29,16.23,46704.77
50.36,282.30,6864.50,16.21,46672.26
50.48,283.10,6898.43,16.19,46633.25
50.58,283.76,6926.78,16.17,46600.75
50.70,284.55,6960.89,16.14,46561.75
50.82,285.33,6995.09,16.12,46522.74
50.94,286.12,7029.38,16.09,46483.74
51.06,286.90,7063.77,16.06,46444.73
51.18,287.67,7098.25,16.04,46405.73
51.30,288.45,7132.83,16.01,46366.73
51.42,289.22,7167.50,15.99,46327.72
51.52,289.86,7196.46,15.97,46295.22
51.66,290.75,7237.11,15.94,46249.71
51.76,291.39,7266.23,15.92,46217.21
51.88,292.15,7301.25,15.90,46178.21
52.00,292.91,7336.36,15.88,46139.20
52.12,293.66,7371.56,15.86,46100.20
52.26,294.55,7412.74,15.84,46054.70
52.38,295.30,7448.14,15.82,46015.69
52.50,296.05,7483.63,15.81,45976.68
52.62,296.80,7519.21,15.80,45937.68
52.74,297.56,7554.88,15.79,45898.68
52.84,298.18,7584.68,15.78,45866.17
52.96,298.93,7620.51,15.78,45827.17
53.08,299.68,7656.43,15.77,45788.17
53.20,300.43,7692.45,15.77,45749.16
53.30,301.06,7722.53,15.77,45716.66
53.42,301.81,7758.71,15.78,45677.66
53.54,302.56,7794.98,15.78,45638.65
53.66,303.32,7831.34,15.79,45599.64
53.76,303.95,7861.71,15.80,45567.14
53.88,304.71,7898.24,15.81,45528.14
53.98,305.34,7928.75,15.82,45495.63
54.08,305.97,7959.32,15.83,45463.13
54.22,306.86,8002.23,15.85,45417.63
54.34,307.63,8039.11,15.87,45378.62
54.46,308.40,8076.08,15.89,45339.62
54.58,309.17,8113.14,15.91,45300.61
54.68,309.82,8144.10,15.93,45268.11
54.80,310.60,8181.33,15.96,45229.11
54.92,311.38,8218.66,15.99,45190.10
55.02,312.03,8249.84,16.01,45157.60
55.14,312.82,8287.34,16.04,45118.59
55.24,313.49,8318.66,16.07,45086.09
55.36,314.28,8356.33,16.10,45047.09
55.48,315.08,8394.10,16.14,45008.08
55.58,315.76,8425.65,16.16,44975.58
55.70,316.57,8463.60,16.20,44936.57
55.82,317.38,8501.65,16.24,44897.57
55.94,318.20,8539.79,16.27,44858.57
56.06,319.02,8578.03,16.31,44819.56
56.18,319.85,8616.37,16.35,44780.56
56.30,320.68,8654.81,16.38,44741.55
56.42,321.52,8693.35,16.42,44702.55
56.54,322.36,8732.00,16.46,44663.55
56.64,323.07,8764.27,16.48,44631.04
56.76,323.92,8803.10,16.52,44592.04
56.86,324.63,8835.54,16.55,44559.54
56.98,325.48,8874.55,16.58,44520.53
57.10,326.34,8913.67,16.62,44481.53
57.22,327.21,8952.89,16.65,44442.52
57.32,327.93,8985.66,16.68,44410.02
57.44,328.81,9025.07,16.71,44371.02
57.56,329.68,9064.59,16.74,44332.01
57.68,330.56,9104.22,16.77,44293.00
57.80,331.45,9143.95,16.80,44254.00
57.90,332.19,9177.13,16.83,44221.50
58.02,333.08,9217.06,16.86,44182.50
58.14,333.97,9257.09,16.88,44143.49
58.28,335.02,9303.93,16.92,44097.99
58.38,335.77,9337.48,16.94,44065.48
58.50,336.67,9377.84,16.97,44026.48
58.60,337.43,9411.55,17.00,43993.98
58.72,338.34,9452.11,17.03,43954.97
58.82,339.11,9485.99,17.05,43922.47
58.94,340.03,9526.74,17.08,43883.46
59.04,340.79,9560.79,17.11,43850.96
59.16,341.72,9601.75,17.14,43811.96
59.28,342.65,9642.83,17.17,43772.95
59.40,343.59,9684.01,17.21,43733.95
59.52,344.53,9725.31,17.24,43694.94
59.64,345.47,9766.72,17.28,43655.94
59.76,346.42,9808.24,17.31,43616.94
59.88,347.37,9849.88,17.34,43577.93
60.00,348.33,9891.63,17.38,43538.93
60.12,349.29,9933.50,17.42,43499.92
60.24,350.25,9975.48,17.45,43460.92
60.36,351.23,10017.58,17.49,43421.91
60.52,352.53,10073.89,17.54,43369.91
60.64,353.51,10116.26,17.58,43330.91
60.78,354.66,10165.85,17.62,43285.40
60.90,355.65,10208.48,17.66,43246.39
61.06,356.98,10265.50,17.71,43194.39
61.22,358.32,10322.74,17.76,43142.39
61.36,359.50,10373.00,17.80,43096.88
61.50,360.68,10423.42,17.85,43051.38
61.64,361.87,10474.01,17.89,43005.87
61.78,363.07,10524.77,17.94,42960.37
61.92,364.27,10575.70,17.98,42914.86
62.06,365.48,10626.79,18.02,42869.36
62.20,366.69,10678.05,18.05,42823.85
62.34,367.90,10729.49,18.08,42778.35
62.48,369.12,10781.09,18.10,42732.84
62.62,370.34,10832.87,18.12,42687.34
62.78,371.74,10892.25,18.14,42635.33
62.94,373.14,10951.85,18.16,42583.32
63.08,374.36,11004.19,18.19,42537.82
63.22,375.60,11056.70,18.22,42492.32
63.38,377.19,11124.47,18.25,42433.81
63.54,378.43,11177.37,18.28,42388.30
63.66,379.50,11222.86,18.30,42349.30
63.82,380.93,11283.71,18.34,42297.30
63.94,382.01,11329.50,18.36,42258.29
64.06,383.08,11375.42,18.39,42219.29
64.20,384.34,11429.15,18.42,42173.79
64.32,385.43,11475.35,18.45,42134.78
64.46,386.70,11529.41,18.49,42089.27
64.60,387.97,11583.65,18.52,42043.77
64.74,389.25,11638.07,18.55,41998.27
64.88,390.54,11692.67,18.59,41952.76
65.02,391.82,11747.44,18.62,41907.25
65.16,393.11,11802.40,18.66,41861.75
65.32,394.60,11865.43,18.71,41809.74
65.44,395.71,11912.86,18.74,41770.74
65.56,396.83,11960.43,18.78,41731.73
65.72,398.33,12024.05,18.82,41679.73
65.86,399.65,12079.93,18.86,41634.22
66.00,400.97,12135.98,18.90,41588.72
66.16,402.49,12200.27,18.95,41536.71
66.32,404.01,12264.80,19.01,41484.71
66.46,405.35,12321.47,19.07,41439.20
66.60,406.70,12378.32,19.11,41393.70
66.76,408.24,12443.53,19.15,41341.70
66.90,409.60,12500.79,19.21,41296.19
67.04,410.97,12558.24,19.25,41250.68
67.18,412.34,12615.88,19.31,41205.18
67.32,413.71,12673.71,19.35,41159.68
67.46,415.09,12731.73,19.39,41114.17
67.58,416.28,12781.62,19.43,41075.16
67.70,417.47,12831.65,19.47,41036.16
67.82,418.66,12881.82,19.50,40997.16
67.96,420.06,12940.53,19.55,40951.65
68.10,421.46,12999.44,19.59,40906.15
68.22,422.67,13050.09,19.63,40867.14
68.36,424.08,13109.36,19.68,40821.64
68.50,425.50,13168.83,19.73,40776.13
68.64,426.92,13228.49,19.78,40730.63
68.78,428.35,13288.36,19.83,40685.12
68.90,429.58,13339.82,19.88,40646.12
69.06,431.23,13408.68,19.94,40594.12
69.18,432.47,13460.49,19.99,40555.11
69.32,433.92,13521.12,20.03,40509.61
69.44,435.18,13573.25,20.07,40470.60
69.58,436.64,13634.26,20.13,40425.09
69.70,437.91,13686.72,20.18,40386.09
69.84,439.38,13756.89,20.26,40334.09
70.00,441.08,13818.51,20.34,40282.08
70.16,442.79,13889.18,20.40,40236.58
70.30,444.29,13951.24,20.45,40191.07
70.40,445.37,13995.70,20.48,40158.57
70.54,446.89,14058.12,20.53,40113.06
70.66,448.19,14111.78,20.58,40074.06
70.80,449.72,14174.59,20.66,40028.55
70.92,451.03,14228.59,20.73,39989.55
71.06,452.58,14291.78,20.80,39944.05
71.20,454.13,14355.19,20.86,39898.54
71.30,455.24,14400.61,20.89,39866.04
71.44,456.81,14464.38,20.95,39820.53
71.58,458.38,14528.37,21.00,39775.03
71.74,460.18,14601.76,21.08,39723.02
71.86,461.54,14656.99,21.15,39684.02
72.02,463.37,14730.88,21.24,39632.01
72.16,464.97,14795.76,21.31,39586.51
72.28,466.35,14851.55,21.36,39547.50
72.42,467.97,14916.83,21.42,39502.00
72.56,469.60,14982.34,21.47,39456.50
72.68,471.01,15038.67,21.54,39417.49
72.84,472.89,15114.03,21.61,39365.48
73.00,474.77,15189.67,21.71,39313.48
73.14,476.43,15265.61,21.80,39261.47
73.30,478.34,15332.30,21.88,39215.97
73.44,480.03,15399.21,21.94,39170.46
73.60,481.96,15475.95,22.00,39118.46
73.72,483.42,15533.71,22.06,39079.45
73.84,484.88,15591.63,22.12,39040.45
73.96,486.35,15649.72,22.18,39001.45
74.10,488.07,15717.71,22.25,38955.94
74.22,489.56,15776.17,22.31,38916.94
74.34,491.05,15834.80,22.37,38877.93
74.50,493.04,15913.23,22.46,38825.93
74.64,494.80,15982.11,22.54,38780.42
74.76,496.31,16041.34,22.61,38741.42
74.90,498.08,16110.65,22.68,38695.91
75.02,499.61,16170.25,22.74,38656.91
75.14,501.14,16230.02,22.79,38617.91
75.28,502.94,16299.97,22.85,38572.40
75.42,504.75,16370.17,22.91,38526.89
75.54,506.30,16430.52,22.97,38487.89
75.68,508.13,16501.16,23.05,38442.39
75.82,509.96,16572.03,23.13,38396.88
75.94,511.54,16632.97,23.20,38357.88
76.10,513.65,16714.51,23.29,38305.87
76.22,515.24,16775.86,23.36,38266.87
76.36,517.10,16847.67,23.43,38221.36
76.48,518.71,16909.41,23.49,38182.36
76.62,520.59,16981.67,23.54,38136.86
76.76,522.49,17054.17,23.60,38091.35
76.90,524.39,17126.92,23.66,38045.84
77.04,526.30,17199.92,23.74,38000.34
77.18,528.22,17273.16,23.82,37954.84
77.30,529.87,17336.14,23.90,37915.83
77.46,532.08,17420.39,24.00,37863.82
77.62,534.31,17504.97,24.06,37811.82
77.74,535.98,17568.61,24.11,37772.82
77.86,537.66,17632.44,24.16,37733.81
77.98,539.35,17696.46,24.22,37694.81
78.14,541.61,17782.10,24.31,37642.80
78.28,543.60,17857.31,24.38,37597.30
78.42,545.60,17932.77,24.44,37551.79
78.56,547.61,18008.48,24.51,37506.29
78.68,549.33,18073.58,24.56,37467.28
78.80,551.07,18138.86,24.61,37428.28
78.94,553.10,18215.27,24.68,37382.77
79.08,555.13,18291.93,24.76,37337.27
79.22,557.17,18368.84,24.85,37291.77
79.38,559.52,18457.06,24.94,37239.76
79.54,561.88,18545.61,25.00,37187.75
79.66,563.65,18612.24,25.05,37148.75
79.82,566.03,18701.38,25.10,37096.74
